,path,label
168,data/class_2/class_2_011.mp4,class_2
169,data/class_2/class_2_020.mp4,class_2
170,data/class_2/class_2_035.mp4,class_2
171,data/class_2/class_2_002.mp4,class_2
172,data/class_2/class_2_013.mp4,class_2
173,data/class_2/class_2_019.mp4,class_2
174,data/class_2/class_2_041.mp4,class_2
175,data/class_2/class_2_005.mp4,class_2
176,data/class_2/class_2_010.mp4,class_2
177,data/class_2/class_2_023.mp4,class_2
178,data/class_2/class_2_036.mp4,class_2
179,data/class_2/class_2_030.mp4,class_2
180,data/class_2/class_2_004.mp4,class_2
181,data/class_2/class_2_017.mp4,class_2
182,data/class_2/class_2_025.mp4,class_2
183,data/class_2/class_2_038.mp4,class_2
184,data/class_2/class_2_018.mp4,class_2
185,data/class_2/class_2_016.mp4,class_2
186,data/class_2/class_2_032.mp4,class_2
187,data/class_2/class_2_014.mp4,class_2
188,data/class_2/class_2_001.mp4,class_2
189,data/class_2/class_2_006.mp4,class_2
190,data/class_2/class_2_034.mp4,class_2
191,data/class_2/class_2_007.mp4,class_2
192,data/class_2/class_2_026.mp4,class_2
193,data/class_2/class_2_021.mp4,class_2
194,data/class_2/class_2_008.mp4,class_2
195,data/class_2/class_2_040.mp4,class_2
196,data/class_2/class_2_009.mp4,class_2
197,data/class_2/class_2_015.mp4,class_2
198,data/class_2/class_2_039.mp4,class_2
199,data/class_2/class_2_024.mp4,class_2
200,data/class_2/class_2_033.mp4,class_2
201,data/class_2/class_2_031.mp4,class_2
202,data/class_2/class_2_029.mp4,class_2
203,data/class_2/class_2_028.mp4,class_2
204,data/thumb_up/WIN_20260427_17_13_51_Pro.mp4,thumb_up
205,data/thumb_up/WIN_20260427_17_22_11_Pro.mp4,thumb_up
206,data/thumb_up/WIN_20260427_17_14_56_Pro.mp4,thumb_up
207,data/thumb_up/WIN_20260427_17_14_48_Pro.mp4,thumb_up
208,data/thumb_up/WIN_20260427_17_23_14_Pro.mp4,thumb_up
209,data/thumb_up/WIN_20260427_17_22_17_Pro.mp4,thumb_up
210,data/thumb_up/WIN_20260427_17_22_21_Pro.mp4,thumb_up
211,data/thumb_up/WIN_20260427_17_23_04_Pro.mp4,thumb_up
212,data/thumb_up/WIN_20260427_17_22_45_Pro.mp4,thumb_up
213,data/thumb_up/WIN_20260427_17_13_37_Pro.mp4,thumb_up
214,data/thumb_up/WIN_20260427_17_22_30_Pro.mp4,thumb_up
215,data/thumb_up/WIN_20260427_17_23_26_Pro.mp4,thumb_up
216,data/thumb_up/WIN_20260427_17_23_22_Pro.mp4,thumb_up
217,data/thumb_up/WIN_20260427_17_22_06_Pro.mp4,thumb_up
218,data/thumb_up/WIN_20260427_17_14_00_Pro.mp4,thumb_up
219,data/thumb_up/WIN_20260427_17_22_49_Pro.mp4,thumb_up
220,data/thumb_up/WIN_20260427_17_22_34_Pro.mp4,thumb_up
221,data/thumb_up/WIN_20260427_17_13_44_Pro.mp4,thumb_up
222,data/thumb_up/WIN_20260427_17_15_03_Pro.mp4,thumb_up
223,data/thumb_up/WIN_20260427_17_14_09_Pro.mp4,thumb_up
224,data/thumb_up/WIN_20260427_17_14_17_Pro.mp4,thumb_up
225,data/thumb_up/WIN_20260427_17_22_25_Pro.mp4,thumb_up
226,data/thumb_up/WIN_20260427_17_15_14_Pro.mp4,thumb_up
227,data/thumb_up/WIN_20260427_17_15_20_Pro.mp4,thumb_up
228,data/thumb_up/WIN_20260427_17_14_32_Pro.mp4,thumb_up
229,data/thumb_up/WIN_20260427_17_22_02_Pro.mp4,thumb_up
230,data/thumb_up/WIN_20260427_17_14_23_Pro.mp4,thumb_up
231,data/thumb_up/WIN_20260427_17_22_40_Pro.mp4,thumb_up
232,data/thumb_up/WIN_20260427_17_23_09_Pro.mp4,thumb_up
233,data/geste_0/00044.mp4,geste_0
234,data/geste_0/00020.mp4,geste_0
235,data/geste_0/00035.mp4,geste_0
236,data/geste_0/00019.mp4,geste_0
237,data/geste_0/00029.mp4,geste_0
238,data/geste_0/00022.mp4,geste_0
239,data/geste_0/00018.mp4,geste_0
240,data/geste_0/00037.mp4,geste_0
241,data/geste_0/00004.mp4,geste_0
242,data/geste_0/00049.mp4,geste_0
243,data/geste_0/00042.mp4,geste_0
244,data/geste_0/00045.mp4,geste_0
245,data/geste_0/00021.mp4,geste_0
246,data/geste_0/00052.mp4,geste_0
247,data/geste_0/00031.mp4,geste_0
248,data/geste_0/00032.mp4,geste_0
249,data/geste_0/00007.mp4,geste_0
250,data/geste_0/00012.mp4,geste_0
251,data/geste_0/00043.mp4,geste_0
252,data/geste_0/00002.mp4,geste_0
253,data/geste_0/00025.mp4,geste_0
254,data/geste_0/00024.mp4,geste_0
255,data/geste_0/00040.mp4,geste_0
256,data/geste_0/00036.mp4,geste_0
257,data/geste_0/00003.mp4,geste_0
258,data/geste_0/00005.mp4,geste_0
259,data/geste_0/00023.mp4,geste_0
260,data/geste_0/00015.mp4,geste_0
261,data/geste_0/00038.mp4,geste_0
262,data/geste_0/00011.mp4,geste_0
263,data/geste_0/00013.mp4,geste_0
264,data/geste_0/00030.mp4,geste_0
265,data/geste_0/00041.mp4,geste_0
266,data/geste_0/00014.mp4,geste_0
267,data/geste_0/00034.mp4,geste_0
268,data/geste_0/00006.mp4,geste_0
269,data/geste_0/00039.mp4,geste_0
270,data/geste_0/00033.mp4,geste_0
271,data/geste_0/00046.mp4,geste_0
272,data/geste_0/00009.mp4,geste_0
273,data/geste_0/00028.mp4,geste_0
274,data/geste_0/00047.mp4,geste_0
275,data/geste_0/00008.mp4,geste_0
276,data/geste_0/00026.mp4,geste_0
277,data/geste_0/00048.mp4,geste_0
278,data/geste_0/00027.mp4,geste_0
279,data/geste_0/00016.mp4,geste_0
280,data/geste_0/00050.mp4,geste_0
281,data/geste_0/00051.mp4,geste_0
282,data/geste_0/00017.mp4,geste_0
283,data/geste_0/00010.mp4,geste_0
284,data/ok_sign/WIN_20260427_17_16_57_Pro.mp4,ok_sign
285,data/ok_sign/WIN_20260427_17_20_25_Pro.mp4,ok_sign
286,data/ok_sign/WIN_20260427_17_16_10_Pro.mp4,ok_sign
287,data/ok_sign/WIN_20260427_17_21_28_Pro.mp4,ok_sign
288,data/ok_sign/WIN_20260427_17_20_46_Pro.mp4,ok_sign
289,data/ok_sign/WIN_20260427_17_15_59_Pro.mp4,ok_sign
290,data/ok_sign/WIN_20260427_17_15_54_Pro.mp4,ok_sign
291,data/ok_sign/WIN_20260427_17_15_48_Pro.mp4,ok_sign
292,data/ok_sign/WIN_20260427_17_21_23_Pro.mp4,ok_sign
293,data/ok_sign/WIN_20260427_17_16_04_Pro.mp4,ok_sign
294,data/ok_sign/WIN_20260427_17_21_01_Pro.mp4,ok_sign
295,data/ok_sign/WIN_20260427_17_15_41_Pro.mp4,ok_sign
296,data/ok_sign/WIN_20260427_17_20_56_Pro.mp4,ok_sign
297,data/ok_sign/WIN_20260427_17_16_30_Pro.mp4,ok_sign
298,data/ok_sign/WIN_20260427_17_21_38_Pro.mp4,ok_sign
299,data/ok_sign/WIN_20260427_17_16_16_Pro.mp4,ok_sign
300,data/ok_sign/WIN_20260427_17_21_33_Pro.mp4,ok_sign
301,data/ok_sign/WIN_20260427_17_16_46_Pro.mp4,ok_sign
302,data/ok_sign/WIN_20260427_17_20_41_Pro.mp4,ok_sign
303,data/ok_sign/WIN_20260427_17_16_38_Pro.mp4,ok_sign
304,data/ok_sign/WIN_20260427_17_21_17_Pro.mp4,ok_sign
305,data/ok_sign/WIN_20260427_17_16_23_Pro.mp4,ok_sign
306,data/ok_sign/WIN_20260427_17_20_51_Pro.mp4,ok_sign
307,data/ok_sign/WIN_20260427_17_21_07_Pro.mp4,ok_sign
308,data/ok_sign/WIN_20260427_17_21_12_Pro.mp4,ok_sign
309,data/ok_sign/WIN_20260427_17_16_52_Pro.mp4,ok_sign
310,data/Gesture01/0016.MP4,Gesture01
311,data/Gesture01/0003.MP4,Gesture01
312,data/Gesture01/0024.MP4,Gesture01
313,data/Gesture01/0000.MP4,Gesture01
314,data/Gesture01/0021.MP4,Gesture01
315,data/Gesture01/0005.MP4,Gesture01
316,data/Gesture01/0028.MP4,Gesture01
317,data/Gesture01/0027.MP4,Gesture01
318,data/Gesture01/0020.MP4,Gesture01
319,data/Gesture01/0008.MP4,Gesture01
320,data/Gesture01/0001.MP4,Gesture01
321,data/Gesture01/0006.MP4,Gesture01
322,data/Gesture01/0011.MP4,Gesture01
323,data/Gesture01/0004.MP4,Gesture01
324,data/Gesture01/0019.MP4,Gesture01
325,data/Gesture01/0013.MP4,Gesture01
326,data/Gesture01/0009.MP4,Gesture01
327,data/Gesture01/0026.MP4,Gesture01
328,data/Gesture01/0017.MP4,Gesture01
329,data/Gesture01/0022.MP4,Gesture01
330,data/Gesture01/0012.MP4,Gesture01
331,data/Gesture01/0002.MP4,Gesture01
332,data/Gesture01/0018.MP4,Gesture01
333,data/Gesture01/0007.MP4,Gesture01
334,data/Gesture01/0023.MP4,Gesture01
335,data/Gesture01/0014.MP4,Gesture01
336,data/Gesture01/0015.MP4,Gesture01
337,data/Gesture01/0029.MP4,Gesture01
338,data/Gesture01/0010.MP4,Gesture01
339,data/Gesture01/0025.MP4,Gesture01
340,data/class_1/class_1_011.mp4,class_1
341,data/class_1/class_1_007.mp4,class_1
342,data/class_1/class_1_004.mp4,class_1
343,data/class_1/class_1_009.mp4,class_1
344,data/class_1/class_1_039.mp4,class_1
345,data/class_1/class_1_030.mp4,class_1
346,data/class_1/class_1_001.mp4,class_1
347,data/class_1/class_1_020.mp4,class_1
348,data/class_1/class_1_015.mp4,class_1
349,data/class_1/class_1_008.mp4,class_1
350,data/class_1/class_1_014.mp4,class_1
351,data/class_1/class_1_022.mp4,class_1
352,data/class_1/class_1_032.mp4,class_1
353,data/class_1/class_1_040.mp4,class_1
354,data/class_1/class_1_038.mp4,class_1
355,data/class_1/class_1_027.mp4,class_1
356,data/class_1/class_1_034.mp4,class_1
357,data/class_1/class_1_003.mp4,class_1
358,data/class_1/class_1_029.mp4,class_1
359,data/class_1/class_1_023.mp4,class_1
360,data/class_1/class_1_028.mp4,class_1
361,data/class_1/class_1_031.mp4,class_1
362,data/class_1/class_1_012.mp4,class_1
363,data/class_1/class_1_002.mp4,class_1
364,data/class_1/class_1_013.mp4,class_1
365,data/class_1/class_1_035.mp4,class_1
366,data/class_1/class_1_024.mp4,class_1
367,data/class_1/class_1_037.mp4,class_1
368,data/class_1/class_1_017.mp4,class_1
369,data/class_1/class_1_033.mp4,class_1
370,data/class_1/class_1_025.mp4,class_1
371,data/class_1/class_1_006.mp4,class_1
372,data/class_1/class_1_016.mp4,class_1
373,data/class_1/class_1_041.mp4,class_1
374,data/class_1/class_1_005.mp4,class_1
375,data/class_1/class_1_036.mp4,class_1
376,data/class_1/class_1_026.mp4,class_1
377,data/class_1/class_1_018.mp4,class_1
378,data/class_1/class_1_019.mp4,class_1
379,data/class_1/class_1_021.mp4,class_1
380,data/class_1/class_1_010.mp4,class_1
