path,label,npy_path
data/Gesture01/0011.MP4,Gesture01,mp_landmarks/data_Gesture01_0011.MP4.npy
data/class_1/class_1_037.mp4,class_1,mp_landmarks/data_class_1_class_1_037.mp4.npy
data/class_2/class_2_039.mp4,class_2,mp_landmarks/data_class_2_class_2_039.mp4.npy
data/hand_turn/WIN_20260427_17_19_27_Pro.mp4,hand_turn,mp_landmarks/data_hand_turn_WIN_20260427_17_19_27_Pro.mp4.npy
data/Gesture02/0040.MP4,Gesture02,mp_landmarks/data_Gesture02_0040.MP4.npy
data/Gesture02/0036.MP4,Gesture02,mp_landmarks/data_Gesture02_0036.MP4.npy
data/thumb_up/WIN_20260427_17_22_34_Pro.mp4,thumb_up,mp_landmarks/data_thumb_up_WIN_20260427_17_22_34_Pro.mp4.npy
data/class_2/class_2_025.mp4,class_2,mp_landmarks/data_class_2_class_2_025.mp4.npy
data/Gesture01/0021.MP4,Gesture01,mp_landmarks/data_Gesture01_0021.MP4.npy
data/class_1/class_1_014.mp4,class_1,mp_landmarks/data_class_1_class_1_014.mp4.npy
data/geste_0/00009.mp4,geste_0,mp_landmarks/data_geste_0_00009.mp4.npy
data/hand_turn/WIN_20260427_17_12_45_Pro.mp4,hand_turn,mp_landmarks/data_hand_turn_WIN_20260427_17_12_45_Pro.mp4.npy
data/geste_0/00029.mp4,geste_0,mp_landmarks/data_geste_0_00029.mp4.npy
data/Gesture01/0022.MP4,Gesture01,mp_landmarks/data_Gesture01_0022.MP4.npy
data/class_1/class_1_011.mp4,class_1,mp_landmarks/data_class_1_class_1_011.mp4.npy
data/class_2/class_2_036.mp4,class_2,mp_landmarks/data_class_2_class_2_036.mp4.npy
data/geste_2/20045.mp4,geste_2,mp_landmarks/data_geste_2_20045.mp4.npy
data/geste_2/20009.mp4,geste_2,mp_landmarks/data_geste_2_20009.mp4.npy
data/class_2/class_2_014.mp4,class_2,mp_landmarks/data_class_2_class_2_014.mp4.npy
data/geste_2/20011.mp4,geste_2,mp_landmarks/data_geste_2_20011.mp4.npy
data/thumb_up/WIN_20260427_17_22_17_Pro.mp4,thumb_up,mp_landmarks/data_thumb_up_WIN_20260427_17_22_17_Pro.mp4.npy
data/hand_turn/WIN_20260427_17_12_09_Pro.mp4,hand_turn,mp_landmarks/data_hand_turn_WIN_20260427_17_12_09_Pro.mp4.npy
data/geste_1/10032.mp4,geste_1,mp_landmarks/data_geste_1_10032.mp4.npy
data/geste_1/10034.mp4,geste_1,mp_landmarks/data_geste_1_10034.mp4.npy
data/class_1/class_1_015.mp4,class_1,mp_landmarks/data_class_1_class_1_015.mp4.npy
data/geste_0/00045.mp4,geste_0,mp_landmarks/data_geste_0_00045.mp4.npy
data/geste_2/20050.mp4,geste_2,mp_landmarks/data_geste_2_20050.mp4.npy
data/geste_1/10045.mp4,geste_1,mp_landmarks/data_geste_1_10045.mp4.npy
data/class_1/class_1_023.mp4,class_1,mp_landmarks/data_class_1_class_1_023.mp4.npy
data/class_2/class_2_009.mp4,class_2,mp_landmarks/data_class_2_class_2_009.mp4.npy
data/class_2/class_2_018.mp4,class_2,mp_landmarks/data_class_2_class_2_018.mp4.npy
data/class_1/class_1_016.mp4,class_1,mp_landmarks/data_class_1_class_1_016.mp4.npy
data/geste_1/10043.mp4,geste_1,mp_landmarks/data_geste_1_10043.mp4.npy
data/thumb_up/WIN_20260427_17_14_48_Pro.mp4,thumb_up,mp_landmarks/data_thumb_up_WIN_20260427_17_14_48_Pro.mp4.npy
data/class_2/class_2_038.mp4,class_2,mp_landmarks/data_class_2_class_2_038.mp4.npy
data/geste_0/00052.mp4,geste_0,mp_landmarks/data_geste_0_00052.mp4.npy
data/class_1/class_1_010.mp4,class_1,mp_landmarks/data_class_1_class_1_010.mp4.npy
data/ok_sign/WIN_20260427_17_16_04_Pro.mp4,ok_sign,mp_landmarks/data_ok_sign_WIN_20260427_17_16_04_Pro.mp4.npy
data/class_1/class_1_041.mp4,class_1,mp_landmarks/data_class_1_class_1_041.mp4.npy
data/geste_1/10007.mp4,geste_1,mp_landmarks/data_geste_1_10007.mp4.npy
data/geste_2/20006.mp4,geste_2,mp_landmarks/data_geste_2_20006.mp4.npy
data/Gesture02/0037.MP4,Gesture02,mp_landmarks/data_Gesture02_0037.MP4.npy
data/thumb_up/WIN_20260427_17_14_00_Pro.mp4,thumb_up,mp_landmarks/data_thumb_up_WIN_20260427_17_14_00_Pro.mp4.npy
data/Gesture01/0009.MP4,Gesture01,mp_landmarks/data_Gesture01_0009.MP4.npy
data/geste_0/00004.mp4,geste_0,mp_landmarks/data_geste_0_00004.mp4.npy
data/class_2/class_2_003.mp4,class_2,mp_landmarks/data_class_2_class_2_003.mp4.npy
data/ok_sign/WIN_20260427_17_16_46_Pro.mp4,ok_sign,mp_landmarks/data_ok_sign_WIN_20260427_17_16_46_Pro.mp4.npy
data/geste_2/20040.mp4,geste_2,mp_landmarks/data_geste_2_20040.mp4.npy
data/Gesture01/0013.MP4,Gesture01,mp_landmarks/data_Gesture01_0013.MP4.npy
data/class_2/class_2_037.mp4,class_2,mp_landmarks/data_class_2_class_2_037.mp4.npy
data/Gesture02/0031.MP4,Gesture02,mp_landmarks/data_Gesture02_0031.MP4.npy
data/geste_2/20039.mp4,geste_2,mp_landmarks/data_geste_2_20039.mp4.npy
data/Gesture01/0026.MP4,Gesture01,mp_landmarks/data_Gesture01_0026.MP4.npy
data/hand_turn/WIN_20260427_17_20_19_Pro.mp4,hand_turn,mp_landmarks/data_hand_turn_WIN_20260427_17_20_19_Pro.mp4.npy
data/geste_2/20030.mp4,geste_2,mp_landmarks/data_geste_2_20030.mp4.npy
data/ok_sign/WIN_20260427_17_20_56_Pro.mp4,ok_sign,mp_landmarks/data_ok_sign_WIN_20260427_17_20_56_Pro.mp4.npy
data/geste_2/20022.mp4,geste_2,mp_landmarks/data_geste_2_20022.mp4.npy
data/geste_2/20051.mp4,geste_2,mp_landmarks/data_geste_2_20051.mp4.npy
data/geste_2/20034.mp4,geste_2,mp_landmarks/data_geste_2_20034.mp4.npy
data/geste_0/00007.mp4,geste_0,mp_landmarks/data_geste_0_00007.mp4.npy
data/geste_2/20047.mp4,geste_2,mp_landmarks/data_geste_2_20047.mp4.npy
data/hand_turn/WIN_20260427_17_13_05_Pro.mp4,hand_turn,mp_landmarks/data_hand_turn_WIN_20260427_17_13_05_Pro.mp4.npy
data/geste_2/20010.mp4,geste_2,mp_landmarks/data_geste_2_20010.mp4.npy
data/geste_1/10022.mp4,geste_1,mp_landmarks/data_geste_1_10022.mp4.npy
data/Gesture01/0016.MP4,Gesture01,mp_landmarks/data_Gesture01_0016.MP4.npy
data/thumb_up/WIN_20260427_17_14_32_Pro.mp4,thumb_up,mp_landmarks/data_thumb_up_WIN_20260427_17_14_32_Pro.mp4.npy
data/hand_turn/WIN_20260427_17_19_49_Pro.mp4,hand_turn,mp_landmarks/data_hand_turn_WIN_20260427_17_19_49_Pro.mp4.npy
data/ok_sign/WIN_20260427_17_16_23_Pro.mp4,ok_sign,mp_landmarks/data_ok_sign_WIN_20260427_17_16_23_Pro.mp4.npy
data/Gesture02/0038.MP4,Gesture02,mp_landmarks/data_Gesture02_0038.MP4.npy
data/geste_0/00037.mp4,geste_0,mp_landmarks/data_geste_0_00037.mp4.npy
data/thumb_up/WIN_20260427_17_22_06_Pro.mp4,thumb_up,mp_landmarks/data_thumb_up_WIN_20260427_17_22_06_Pro.mp4.npy
data/class_2/class_2_041.mp4,class_2,mp_landmarks/data_class_2_class_2_041.mp4.npy
data/geste_2/20027.mp4,geste_2,mp_landmarks/data_geste_2_20027.mp4.npy
data/geste_1/10047.mp4,geste_1,mp_landmarks/data_geste_1_10047.mp4.npy
data/geste_2/20032.mp4,geste_2,mp_landmarks/data_geste_2_20032.mp4.npy
data/geste_1/10028.mp4,geste_1,mp_landmarks/data_geste_1_10028.mp4.npy
data/geste_1/10016.mp4,geste_1,mp_landmarks/data_geste_1_10016.mp4.npy
data/hand_turn/WIN_20260427_17_19_35_Pro.mp4,hand_turn,mp_landmarks/data_hand_turn_WIN_20260427_17_19_35_Pro.mp4.npy
data/geste_2/20016.mp4,geste_2,mp_landmarks/data_geste_2_20016.mp4.npy
data/ok_sign/WIN_20260427_17_15_54_Pro.mp4,ok_sign,mp_landmarks/data_ok_sign_WIN_20260427_17_15_54_Pro.mp4.npy
data/geste_0/00002.mp4,geste_0,mp_landmarks/data_geste_0_00002.mp4.npy
data/geste_2/20026.mp4,geste_2,mp_landmarks/data_geste_2_20026.mp4.npy
data/geste_0/00022.mp4,geste_0,mp_landmarks/data_geste_0_00022.mp4.npy
data/thumb_up/WIN_20260427_17_15_03_Pro.mp4,thumb_up,mp_landmarks/data_thumb_up_WIN_20260427_17_15_03_Pro.mp4.npy
data/thumb_up/WIN_20260427_17_15_20_Pro.mp4,thumb_up,mp_landmarks/data_thumb_up_WIN_20260427_17_15_20_Pro.mp4.npy
data/Gesture02/0052.MP4,Gesture02,mp_landmarks/data_Gesture02_0052.MP4.npy
data/ok_sign/WIN_20260427_17_16_30_Pro.mp4,ok_sign,mp_landmarks/data_ok_sign_WIN_20260427_17_16_30_Pro.mp4.npy
data/class_2/class_2_024.mp4,class_2,mp_landmarks/data_class_2_class_2_024.mp4.npy
data/geste_0/00048.mp4,geste_0,mp_landmarks/data_geste_0_00048.mp4.npy
data/Gesture02/0058.MP4,Gesture02,mp_landmarks/data_Gesture02_0058.MP4.npy
data/class_2/class_2_023.mp4,class_2,mp_landmarks/data_class_2_class_2_023.mp4.npy
data/Gesture01/0007.MP4,Gesture01,mp_landmarks/data_Gesture01_0007.MP4.npy
data/geste_1/10054.mp4,geste_1,mp_landmarks/data_geste_1_10054.mp4.npy
data/geste_2/20005.mp4,geste_2,mp_landmarks/data_geste_2_20005.mp4.npy
data/geste_0/00043.mp4,geste_0,mp_landmarks/data_geste_0_00043.mp4.npy
data/class_1/class_1_026.mp4,class_1,mp_landmarks/data_class_1_class_1_026.mp4.npy
data/geste_1/10053.mp4,geste_1,mp_landmarks/data_geste_1_10053.mp4.npy
data/geste_1/10001.mp4,geste_1,mp_landmarks/data_geste_1_10001.mp4.npy
data/geste_0/00036.mp4,geste_0,mp_landmarks/data_geste_0_00036.mp4.npy
data/Gesture02/0035.MP4,Gesture02,mp_landmarks/data_Gesture02_0035.MP4.npy
data/Gesture01/0025.MP4,Gesture01,mp_landmarks/data_Gesture01_0025.MP4.npy
data/geste_1/10004.mp4,geste_1,mp_landmarks/data_geste_1_10004.mp4.npy
data/geste_2/20033.mp4,geste_2,mp_landmarks/data_geste_2_20033.mp4.npy
data/geste_1/10042.mp4,geste_1,mp_landmarks/data_geste_1_10042.mp4.npy
data/geste_1/10013.mp4,geste_1,mp_landmarks/data_geste_1_10013.mp4.npy
data/geste_1/10008.mp4,geste_1,mp_landmarks/data_geste_1_10008.mp4.npy
data/geste_1/10041.mp4,geste_1,mp_landmarks/data_geste_1_10041.mp4.npy
data/Gesture02/0047.MP4,Gesture02,mp_landmarks/data_Gesture02_0047.MP4.npy
data/class_2/class_2_006.mp4,class_2,mp_landmarks/data_class_2_class_2_006.mp4.npy
data/geste_1/10026.mp4,geste_1,mp_landmarks/data_geste_1_10026.mp4.npy
data/geste_0/00032.mp4,geste_0,mp_landmarks/data_geste_0_00032.mp4.npy
data/hand_turn/WIN_20260427_17_19_13_Pro.mp4,hand_turn,mp_landmarks/data_hand_turn_WIN_20260427_17_19_13_Pro.mp4.npy
data/ok_sign/WIN_20260427_17_21_12_Pro.mp4,ok_sign,mp_landmarks/data_ok_sign_WIN_20260427_17_21_12_Pro.mp4.npy
data/Gesture02/0033.MP4,Gesture02,mp_landmarks/data_Gesture02_0033.MP4.npy
data/ok_sign/WIN_20260427_17_15_48_Pro.mp4,ok_sign,mp_landmarks/data_ok_sign_WIN_20260427_17_15_48_Pro.mp4.npy
data/geste_1/10033.mp4,geste_1,mp_landmarks/data_geste_1_10033.mp4.npy
data/geste_1/10046.mp4,geste_1,mp_landmarks/data_geste_1_10046.mp4.npy
data/geste_1/10040.mp4,geste_1,mp_landmarks/data_geste_1_10040.mp4.npy
data/geste_2/20049.mp4,geste_2,mp_landmarks/data_geste_2_20049.mp4.npy
data/geste_0/00041.mp4,geste_0,mp_landmarks/data_geste_0_00041.mp4.npy
data/geste_1/10021.mp4,geste_1,mp_landmarks/data_geste_1_10021.mp4.npy
data/geste_0/00025.mp4,geste_0,mp_landmarks/data_geste_0_00025.mp4.npy
data/thumb_up/WIN_20260427_17_23_26_Pro.mp4,thumb_up,mp_landmarks/data_thumb_up_WIN_20260427_17_23_26_Pro.mp4.npy
data/ok_sign/WIN_20260427_17_16_38_Pro.mp4,ok_sign,mp_landmarks/data_ok_sign_WIN_20260427_17_16_38_Pro.mp4.npy
data/class_1/class_1_039.mp4,class_1,mp_landmarks/data_class_1_class_1_039.mp4.npy
data/geste_2/20021.mp4,geste_2,mp_landmarks/data_geste_2_20021.mp4.npy
data/class_1/class_1_021.mp4,class_1,mp_landmarks/data_class_1_class_1_021.mp4.npy
data/thumb_up/WIN_20260427_17_22_21_Pro.mp4,thumb_up,mp_landmarks/data_thumb_up_WIN_20260427_17_22_21_Pro.mp4.npy
data/class_1/class_1_002.mp4,class_1,mp_landmarks/data_class_1_class_1_002.mp4.npy
data/geste_0/00033.mp4,geste_0,mp_landmarks/data_geste_0_00033.mp4.npy
data/geste_0/00008.mp4,geste_0,mp_landmarks/data_geste_0_00008.mp4.npy
data/geste_0/00042.mp4,geste_0,mp_landmarks/data_geste_0_00042.mp4.npy
data/Gesture01/0008.MP4,Gesture01,mp_landmarks/data_Gesture01_0008.MP4.npy
data/geste_0/00035.mp4,geste_0,mp_landmarks/data_geste_0_00035.mp4.npy
data/Gesture01/0020.MP4,Gesture01,mp_landmarks/data_Gesture01_0020.MP4.npy
data/geste_0/00034.mp4,geste_0,mp_landmarks/data_geste_0_00034.mp4.npy
data/thumb_up/WIN_20260427_17_22_45_Pro.mp4,thumb_up,mp_landmarks/data_thumb_up_WIN_20260427_17_22_45_Pro.mp4.npy
data/class_1/class_1_029.mp4,class_1,mp_landmarks/data_class_1_class_1_029.mp4.npy
data/thumb_up/WIN_20260427_17_23_14_Pro.mp4,thumb_up,mp_landmarks/data_thumb_up_WIN_20260427_17_23_14_Pro.mp4.npy
data/geste_0/00023.mp4,geste_0,mp_landmarks/data_geste_0_00023.mp4.npy
data/class_1/class_1_017.mp4,class_1,mp_landmarks/data_class_1_class_1_017.mp4.npy
data/Gesture01/0006.MP4,Gesture01,mp_landmarks/data_Gesture01_0006.MP4.npy
data/class_2/class_2_005.mp4,class_2,mp_landmarks/data_class_2_class_2_005.mp4.npy
data/thumb_up/WIN_20260427_17_22_11_Pro.mp4,thumb_up,mp_landmarks/data_thumb_up_WIN_20260427_17_22_11_Pro.mp4.npy
data/hand_turn/WIN_20260427_17_19_09_Pro.mp4,hand_turn,mp_landmarks/data_hand_turn_WIN_20260427_17_19_09_Pro.mp4.npy
data/class_1/class_1_028.mp4,class_1,mp_landmarks/data_class_1_class_1_028.mp4.npy
data/ok_sign/WIN_20260427_17_21_01_Pro.mp4,ok_sign,mp_landmarks/data_ok_sign_WIN_20260427_17_21_01_Pro.mp4.npy
data/hand_turn/WIN_20260427_17_19_59_Pro.mp4,hand_turn,mp_landmarks/data_hand_turn_WIN_20260427_17_19_59_Pro.mp4.npy
data/class_1/class_1_018.mp4,class_1,mp_landmarks/data_class_1_class_1_018.mp4.npy
data/geste_2/20029.mp4,geste_2,mp_landmarks/data_geste_2_20029.mp4.npy
data/geste_1/10030.mp4,geste_1,mp_landmarks/data_geste_1_10030.mp4.npy
data/hand_turn/WIN_20260427_17_19_44_Pro.mp4,hand_turn,mp_landmarks/data_hand_turn_WIN_20260427_17_19_44_Pro.mp4.npy
data/class_2/class_2_027.mp4,class_2,mp_landmarks/data_class_2_class_2_027.mp4.npy
data/hand_turn/WIN_20260427_17_12_30_Pro.mp4,hand_turn,mp_landmarks/data_hand_turn_WIN_20260427_17_12_30_Pro.mp4.npy
data/thumb_up/WIN_20260427_17_22_30_Pro.mp4,thumb_up,mp_landmarks/data_thumb_up_WIN_20260427_17_22_30_Pro.mp4.npy
data/class_1/class_1_032.mp4,class_1,mp_landmarks/data_class_1_class_1_032.mp4.npy
data/class_2/class_2_015.mp4,class_2,mp_landmarks/data_class_2_class_2_015.mp4.npy
data/hand_turn/WIN_20260427_17_20_13_Pro.mp4,hand_turn,mp_landmarks/data_hand_turn_WIN_20260427_17_20_13_Pro.mp4.npy
data/Gesture02/0059.MP4,Gesture02,mp_landmarks/data_Gesture02_0059.MP4.npy
data/class_2/class_2_008.mp4,class_2,mp_landmarks/data_class_2_class_2_008.mp4.npy
data/geste_0/00012.mp4,geste_0,mp_landmarks/data_geste_0_00012.mp4.npy
data/geste_0/00028.mp4,geste_0,mp_landmarks/data_geste_0_00028.mp4.npy
data/geste_1/10038.mp4,geste_1,mp_landmarks/data_geste_1_10038.mp4.npy
data/geste_0/00003.mp4,geste_0,mp_landmarks/data_geste_0_00003.mp4.npy
data/ok_sign/WIN_20260427_17_21_33_Pro.mp4,ok_sign,mp_landmarks/data_ok_sign_WIN_20260427_17_21_33_Pro.mp4.npy
data/geste_1/10050.mp4,geste_1,mp_landmarks/data_geste_1_10050.mp4.npy
data/geste_1/10002.mp4,geste_1,mp_landmarks/data_geste_1_10002.mp4.npy
data/Gesture01/0014.MP4,Gesture01,mp_landmarks/data_Gesture01_0014.MP4.npy
data/class_2/class_2_026.mp4,class_2,mp_landmarks/data_class_2_class_2_026.mp4.npy
data/Gesture02/0056.MP4,Gesture02,mp_landmarks/data_Gesture02_0056.MP4.npy
data/geste_2/20025.mp4,geste_2,mp_landmarks/data_geste_2_20025.mp4.npy
data/Gesture02/0055.MP4,Gesture02,mp_landmarks/data_Gesture02_0055.MP4.npy
data/class_1/class_1_027.mp4,class_1,mp_landmarks/data_class_1_class_1_027.mp4.npy
data/geste_1/10044.mp4,geste_1,mp_landmarks/data_geste_1_10044.mp4.npy
data/class_1/class_1_025.mp4,class_1,mp_landmarks/data_class_1_class_1_025.mp4.npy
data/Gesture01/0005.MP4,Gesture01,mp_landmarks/data_Gesture01_0005.MP4.npy
data/geste_2/20008.mp4,geste_2,mp_landmarks/data_geste_2_20008.mp4.npy
data/geste_2/20020.mp4,geste_2,mp_landmarks/data_geste_2_20020.mp4.npy
data/class_1/class_1_013.mp4,class_1,mp_landmarks/data_class_1_class_1_013.mp4.npy
data/geste_0/00017.mp4,geste_0,mp_landmarks/data_geste_0_00017.mp4.npy
data/Gesture02/0053.MP4,Gesture02,mp_landmarks/data_Gesture02_0053.MP4.npy
data/geste_2/20013.mp4,geste_2,mp_landmarks/data_geste_2_20013.mp4.npy
data/thumb_up/WIN_20260427_17_22_02_Pro.mp4,thumb_up,mp_landmarks/data_thumb_up_WIN_20260427_17_22_02_Pro.mp4.npy
data/class_1/class_1_004.mp4,class_1,mp_landmarks/data_class_1_class_1_004.mp4.npy
